taxonID,taxonomicStatus,taxonRank,scientificName,scientificNameAuthorship,parentNameUsageID,kingdom,phylum,class,order,family,genus,determined
9XZQJ,synonym,species,Hildmannia rostrat,(Jacobi) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
Y4G8,synonym,species,Copiapoa super,I. Schaub & Keim,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
6W2PM,synonym,species,Platyopuntia chilensis,F. Ritter,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
7LXFL,synonym,variety,Neoporteria napina var. lembckei,(Backeb.) A. E. Hoffm.,3B6W5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
38KDX,synonym,species,Echinopsis ferox,(Britton & Rose) Backeb.,5TC7J,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Lobivia,True
7JMLZ,synonym,subspecies,Copiapoa humilis subsp. taltalensis,(Werderm.) Doweld,Y4F6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
3B6WM,accepted,species,Eriosyce subgibbos,(Haw.) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XP8L,synonym,unranked,Weberiopuntia,Fric ex Kreuz.,93LTC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
38GF7,synonym,species,Echinocactus marginatus ,Salm-Dyck,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
8VGGD,synonym,infraspecific name,Oreocereus celsianus variicolo,(Backeb.) Krainz,69K5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Oreocereus,True
9ZX8X,synonym,variety,Cereus chiloensis var. lamprochlorus,Monv. ex Labour.,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
SX86,synonym,species,Cereus deserticola ,Werderm.,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
9YNMF,accepted,species,Trichocereus macrogonus,(Salm-Dyck) Riccob.,5THMF,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Trichocereus,False
3CX3Z,synonym,species,Euporteria subgibbos,(Haw.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5NT9Q,accepted,variety,Eriosyce marksiana var. lissocarp,(F. Ritter) Katt.,3B6VZ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYLT,synonym,variety,Neochilenia hankeana var. min,(Labour.) Backeb.,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9Y779,synonym,species,Opuntia rosiflora,K. Schum.,5TK2,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Miqueliopuntia,True
9YYNB,synonym,variety,Neoporteria tuberisulcata var. vegas,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZTTG,synonym,species,Echinocactus elegans ,Pfeiff.,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
Y4FG,accepted,species,Copiapoa longistaminea,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
B2K42,synonym,form,Neoporteria curvispina f. m,(F. Ritter) Donald & G. D. Rowley,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XNPT,synonym,unranked,Hymenorebulobivia,Fric ex Kreuz.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
TZQV,synonym,species,Chilenia ebenacanth,(Monv. ex Labour.) Backeb.,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
38GFD,synonym,species,Echinocactus melanochn,Cels ex Labour.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
7RC4T,accepted,species,Austrocactus hibernus,F. Ritter,62DLY,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Austrocactu,True
9YYMD,synonym,variety,Neoporteria curvispina var. heinrichi,(Backeb.) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
B2B25,synonym,variety,Cereus chiloensis var. spinosio,Salm-Dyck ex C. F. Först,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
B2K62,synonym,form,Opuntia ficus-indica f. reticulata ,Backeb.,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
5T63C,synonym,unranked,Arequipiopsis,Kreuz. & Buining,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
6DW3X,synonym,species,Echinocactus cupreatu,Poselg. ex Rümpler,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
5H6LV,synonym,subspecies,Eriosyce crispa subsp. atroviridis,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
46QZL,synonym,species,Neoporteria polyraphis,(Pfeiff. ex Salm-Dyck) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
782PR,synonym,species,Platyopuntia nigrispina,(K. Schum.) F. Ritter,7TWC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Tephrocactus ,True
C373T,synonym,variety,Pyrrhocactus curvispinus var. australis,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
38G9J,synonym,species,Echinocactus cinerascens ,Salm-Dyck,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
6MDDH,synonym,species,Horridocactus crispus,(F. Ritter) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
748HD,synonym,species,Neochilenia nigriscoparia ,Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6SRQ2,synonym,species,Opuntia undosa ,Griffiths,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
6V4YM,synonym,species,Pereskia poeppigii ,Salm-Dyck,5K95,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihuenia,True
38GM7,synonym,species,Echinocactus tuberisulcatus ,Jacobi,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
46QYL,synonym,species,Neoporteria heteracant,(Backeb.) W. T. Marshall,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5N94X,synonym,variety,Copiapoa cinerea var. tenebros,(F. Ritter) Slaba,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
7C2MN,synonym,species,Tephrocactus ovatus,(Pfeiff.) Backeb.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
B2PTB,accepted,subspecies,Soehrensia formosa subsp. formosa,,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
38KGY,synonym,species,Echinopsis nigripilis,(Phil.) H. Friedrich & G. D. Rowley,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
9YTYN,synonym,variety,Copiapoa krainziana var. scopulina,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
46CTY,synonym,species,Neochilenia krausii ,Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5N94P,synonym,variety,Copiapoa cinerea var. eremophila,(F. Ritter) A. E. Hoffm.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
6DVTF,synonym,species,Echinocactus fuscus ,Muehlenpf.,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6T52C,synonym,species,Oreocereus rettigii,(Quehl) Buxb.,69K5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Oreocereus,True
5TB24,synonym,unranked,Horridocactus ,Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
46QY2,synonym,species,Neoporteria crisp,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XSG5,synonym,species,Cactus berteroi ,Colla,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYMH,synonym,variety,Neoporteria curvispina var. vallenarensis,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5H6N5,synonym,subspecies,Eriosyce subgibbosa subsp. wagenknech,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
B2CD5,synonym,variety,Lobivia ducis-pauli var. cristata,Fric ex Kreuz.,5TC7J,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Lobivia,True
BQ8P5,synonym,variety,Oreocereus hendriksenianus var. spinosissimus,Rauh & Backeb.,69K5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Oreocereus,True
B2FM8,synonym,variety,Pyrrhocactus marksianus var. tunensis,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5Q9ZL,synonym,variety,Neoporteria horrida var. odoriflora,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5H6MW,synonym,subspecies,Eriosyce senilis subsp. elquiensis ,Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BQFQH,synonym,variety,Soehrensia formosa var. maxima ,Backeb.,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
9Z2PQ,synonym,variety,Tephrocactus dimorphus var. pseudorauppianus,(Backeb.) Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
6H2V8,synonym,species,Eriosyce algarrobensis,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9L3NN,synonym,subspecies,Eriosyce chilensis subsp. albidiflo,(F. Ritter) M. H. J. van der Meer,3B6V6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9KD8L,accepted,species,Haageocereus fascicularis,(Meyen) F. Ritter,4S79,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Haageocereus ,True
3B6WN,accepted,species,Eriosyce taltale,(Hutchison) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,False
8S62B,synonym,species,Lobivia formosa,(Pfeiff.) Dodds,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
46QYK,synonym,species,Neoporteria heinrichi,(Backeb.) Ferryman,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BQH84,synonym,variety,Trichocereus coquimbanus var. nigripilis,(Phil.) Borg,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
3MQ8B,synonym,species,Horridocactus atroviridis,(F. Ritter) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
SX7C,ambiguous synonym,species,Cereus coquimbanus,(Molina) K. Schum.,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
6SRJ5,synonym,species,Opuntia camp,Britton & Rose,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
7M9FG,synonym,variety,Neoporteria subgibbosa var. robusta,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
74RMZ,synonym,species,Opuntia rauppiana,K. Schum.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
TZRF,synonym,species,Chileniopsis polyrhaphis,(Pfeiff. ex Salm-Dyck) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5Q9ZD,synonym,variety,Neoporteria echinus var. floccos,(F. Ritter) Ferryman,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3CX3Y,synonym,species,Euporteria subcylind,(Backeb.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6QTCH,accepted,species,Maihueniopsis atacamensis,(Phil.) F. Ritter,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
753Q9,synonym,species,Opuntia spiniflora ,Phil.,62DLY,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Austrocactu,True
BD6T,accepted,species,Airampoa soeh,(Britton & Rose) Lodé,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
9ZXZT,synonym,variety,Echinopsis formosa var. spinosi,Salm-Dyck ex Labour.,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
3B6W7,accepted,species,Eriosyce occulta ,Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7CQ5P,synonym,species,Trichocereus pacha,Britton & Rose,9YNMF,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Trichocereus,True
BD6S,synonym,species,Airampoa silvestris,(Backeb.) Doweld,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
6RVT4,synonym,species,Neoporteria,(Hildm. ex K. Schum.) Britton & Rose,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
YHQP,synonym,species,Corryocactus spiniflor,(Phil.) Hutchison,62DLY,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Austrocactu,True
CBF4V,synonym,variety,Neoporteria odieri var. kraus,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6BQ6H,synonym,species,Cumulopuntia tubercularis,F. Ritter,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
6S8GZ,synonym,species,Neochilenia robus,(F. Ritter) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
8SBC8,synonym,variety,Lobivia formosa var. uebelmannian,(Lembcke & Backbg.) Rausch,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
74RJW,synonym,species,Opuntia echinacea,(F. Ritter) A. E. Hoffm.,6BQ56,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
6R5CD,accepted,species,Maihueniopsis glomerat,(Haw.) R. Kiesling,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
SX5V,synonym,species,Cereus candelaris ,Meyen,68SKZ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Browningia,True
4QVPJ,synonym,species,Pyrrhocactus tuberisulcatus,(Jacobi) A. Berger,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
TZQY,synonym,species,Chilenia heteracantha ,Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YTQS,synonym,variety,Chileniopsis villosa var. nigra,(A. Berger) Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9Z2Q7,synonym,variety,Tephrocactus ignescens var. steinianus ,Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
5NT9Z,synonym,variety,Eriosyce rodentiophila var. lanata,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
Y4G7,synonym,species,Copiapoa streptocaul,(Hook.) Oosten,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
7JVXM,synonym,subspecies,Horridocactus paucicostatus subsp. echinus,(F. Ritter) Guiggi,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5SDWT,synonym,form,Copiapoa echinata f. pulla,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
5ZZ36,synonym,species,Copiapoa copiapensis,(Pfeiff.) Mereg.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
5H2HD,synonym,subspecies,Echinopsis peruviana subsp. puquiensis,(Rauh & Backeb.) H. Friedrich & G. D. Rowley,5THMF,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Trichocereus,True
5H6MC,synonym,subspecies,Eriosyce napina subsp. fankhaus,(F. Ritter) Mächler & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YX25,synonym,variety,Horridocactus andicola var. mollensis,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5ZYR8,synonym,species,Copiapoa dealbata,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
B78TK,synonym,species,Horridocactus lissocarpus,(F. Ritter) Backeb.,3B6VZ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
4QVN8,synonym,species,Pyrrhocactus kesselringianus,(Dölz) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
74RL4,synonym,species,Opuntia chichensi,(Cárdenas) G. D. Rowley,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
5R39J,synonym,variety,Pyrrhocactus chilensis var. albidiflorus,F. Ritter,3B6V6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYMZ,synonym,form,Neoporteria subgibbosa f. cas,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XNLX,synonym,unranked,Flores,Krainz & F.Ritter ex Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
9YZ28,synonym,variety,Opuntia platyacantha var. gracilior ,Salm-Dyck,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
9XX47,synonym,species,Echinocactus valparaiso,C. F. Först.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YTK4,synonym,variety,Cereus chiloensis var. quisco,(J. Rémy) F. A. C. Weber ex Hirscht,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
6S7SS,synonym,species,Neoporteria fobean,(Mieckley) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6SRP3,synonym,species,Opuntia sanctae-barbarae,D. R. Hunt,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
BQFQJ,synonym,variety,Soehrensia formosa var. polycephala ,Backeb.,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
9Z2QM,synonym,variety,Tephrocactus platyacanthus var. neoplatyacanthus ,Backeb.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
9Z44P,synonym,form,Neoporteria reichei f. carneoflor,Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5Q9Z3,synonym,variety,Neoporteria clavata var. nigrihorrid,(Backeb.) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BD6J,synonym,species,Airampoa chilensis,(F. Ritter) Doweld,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
46CTG,synonym,species,Neochilenia ebenacanth,(Monv. ex Labour.) Backeb.,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZXFF,synonym,variety,Cereus spinibarbis var. purpureus,Monv. ex Labour.,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
55CC6,synonym,species,Tephrocactus muellerianus ,Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
38GJH,synonym,species,Echinocactus reichei,K. Schum.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9KJ5Z,synonym,species,Opuntia geissei ,Phil.,5TK2,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Miqueliopuntia,True
568GP,synonym,species,Thelocephala lem,(Backeb.) F. Ritter,3B6W5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9KZ8C,synonym,variety,Copiapoa gigantea var. haseltonian,(Backeb.) F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
46R2D,synonym,species,Neoporteria transitensis,(F. Ritter) Ferryman,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
NB2X,synonym,species,Bridgesia villos,(Labour.) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5H2GM,synonym,subspecies,Echinopsis chiloensis subsp. litoralis,(Johow) M. Lowry,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
5H6N3,synonym,subspecies,Eriosyce subgibbosa subsp. nigrihorrid,(Backeb. ex A. W. Hill) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5ZZ2Z,synonym,species,Copiapoa brunnescens ,Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
9SMQB,synonym,species,Neochilenia aspillag,(Söhrens) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
4NZW4,synonym,species,Pseudolobivia nigr,(Backeb.) Backeb.,5TC7J,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Lobivia,True
TZRC,synonym,species,Chilenia rostrat,(Jacobi) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6VF,accepted,species,Eriosyce eriosyzoides,(F. Ritter) Ferryman,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
4QVNQ,synonym,species,Pyrrhocactus paucicostatus,(F. Ritter) F. Ritter,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BPZV4,synonym,variety,Copiapoa pepiniana var. fiedlerian,(K. Schum.) Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
568GJ,synonym,species,Thelocephala esmeraldana,(F. Ritter) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZXW6,synonym,variety,Echinocactus acutissimus var. cristatu,C. F. Först.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7M34H,synonym,variety,Eriosyce sandillon var. vallenarensis,(Backeb.) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
TZSM,synonym,species,Chileorebutia od,(Salm-Dyck) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YQNK,synonym,subspecies,Eriosyce pygmaea subsp. cald,(F. Ritter) Ferryman,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5N95B,synonym,variety,Copiapoa desertorum var. rupestris,(F. Ritter) A. E. Hoffm.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
46QYV,synonym,species,Neoporteria kunzei,(C. F. Först.) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7N9F4,synonym,unranked,Banfiopuntia ,Guiggi,93LTC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
C2X6Y,accepted,species,Eriosyce horrid,(Remy ex Gay) P. C. Guerrero & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6W8,accepted,species,Eriosyce odieri,(Lem. ex Salm-Dyck.) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7NBZ2,synonym,unranked,Pseudolobivi,(Backeb.) Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
5BWDF,synonym,species,Weingartia chilensis,(Backeb.) Backeb.,632K,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Neowerdermannia ,True
9ZXWQ,synonym,variety,Echinocactus exsculptus var. tenuispinu,C. F. Först.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
